EAR,MAR,Gaze_X,Gaze_Y,Class,Class_Name
0.19389171657394724,0.13488926833794207,-0.5908065112205987,-0.4686611101567573,1,Mất tập trung
0.2161194105253336,0.11284632686029344,0.05033607644597871,0.0874382057330772,0,Chú ý
0.21821029074499457,0.10306780274742539,-0.11809168020899449,-0.46449212056688766,1,Mất tập trung
0.04439372299504664,0.12377006525715595,-0.16613474506926845,0.5424914633404831,2,Buồn ngủ
0.22002507484728476,0.10381233624433073,-0.10309873719517285,-0.1264663805758229,0,Chú ý
0.14580094616737826,0.06139277655729375,0.018701026236041963,-0.16084789633501204,1,Mất tập trung
0.23487420089327946,0.0695983763745397,-0.14700743416199336,-0.04112263843308745,0,Chú ý
0.18163619052255264,0.11776555152075165,-0.10816931948009612,0.14416906341740163,0,Chú ý
0.2651641198545601,0.09873826240345127,0.12054219557914725,-0.1309220748904075,0,Chú ý
0.21347604627140399,0.08404813949346149,-0.16431573747838515,0.07266406225046182,0,Chú ý
0.16530979836752552,0.13067344359888822,0.32882161498020285,0.4425990785794924,2,Buồn ngủ
0.27712036079911284,0.05114954116034134,-0.1554397132645195,0.5376906901514275,1,Mất tập trung
0.20644582551860352,0.12194868270849984,0.05540070564517517,-0.06705807279964149,0,Chú ý
0.16722547048016553,0.05401600408553693,-0.11612001966635128,-0.14449987630802644,0,Chú ý
0.17446303972359758,0.15774959701609073,0.3975903825580822,0.5663255278704061,1,Mất tập trung
0.10195059198287865,0.19824421338434234,0.12624674204703573,0.4771575613184745,2,Buồn ngủ
0.16107483460826238,0.14174917206927726,0.21122837309877585,0.23710397510420983,2,Buồn ngủ
0.1896033751504372,0.08643679028531934,-0.11776339340010952,-0.1974129357257869,0,Chú ý
0.13997197730536148,0.010669823011586185,-0.06515311316625236,0.05031791985777248,0,Chú ý
0.1784639954669372,0.09548238074631038,-0.6268903471842132,-0.7262252199899409,1,Mất tập trung
0.21803236532413128,0.09990369093516381,-0.16364367005903988,0.3299878814038439,1,Mất tập trung
0.18863036123348506,0.06213879976677246,-0.8005745057627984,-0.42710503401087874,1,Mất tập trung
0.07332698818806886,0.16514126188907155,0.17170355189915407,0.5446896990170431,2,Buồn ngủ
0.06619190672213678,0.136421573488542,-0.21247060173215748,0.41232375383840486,2,Buồn ngủ
0.1289412261181701,0.1413601867573695,0.16450241802963883,0.44415752971021877,2,Buồn ngủ
0.14715250624292522,0.06806817321127312,0.17933216703809363,0.06476706264463407,0,Chú ý
0.06517487417206103,0.16009708350685353,0.39425875913607966,0.5399140976272315,2,Buồn ngủ
0.07621494434266893,0.12252158542328775,0.28439572522083195,0.27038373523202625,2,Buồn ngủ
0.13550621333368962,0.13283503132284416,0.02841733774515445,0.46883863681947363,2,Buồn ngủ
0.10021272708156904,0.06361615312336762,0.08021645861771828,-0.2121079767167327,0,Chú ý
0.05641607030950375,0.1799484960824938,-0.15019037219919842,0.17753872544618718,2,Buồn ngủ
0.19558830273265262,0.08636032899840193,-0.26640370659411455,0.7384566955985172,1,Mất tập trung
0.13945237980867886,0.048559024688186556,0.07630746786670384,0.024360349122894524,0,Chú ý
0.2262754270257766,0.16071989929901082,0.16469589637640258,0.13993556184034697,0,Chú ý
0.16071799716125357,0.1333875027593746,0.15121620953875037,0.3535688306401074,2,Buồn ngủ
0.1380922757263256,0.15613563675700437,0.17722722731523258,0.32580832239314916,2,Buồn ngủ
0.19797510648429148,0.10319510582898288,-0.7698877003789075,0.4632830786375195,1,Mất tập trung
0.20201330410776921,0.08954616418593123,-0.09434619260196177,0.32031432563351886,1,Mất tập trung
0.05985096307313331,0.19806896914247596,0.0574071824037983,0.466853436976671,2,Buồn ngủ
0.25040070495802397,0.10696414819011224,-0.23391170118966087,-0.164714498379642,1,Mất tập trung
0.2050393339082928,0.10458201226854585,-0.3551838076615702,-0.0777901755856642,1,Mất tập trung
0.02918677558685832,0.14293297463021679,-0.1275076950465107,0.5572730528930913,2,Buồn ngủ
0.21251409140416375,0.12590033085883942,0.0329237744251096,-0.17355282481862347,0,Chú ý
